timestamp_hours,delta_p,RUL_days,delta_p_rolling_mean,delta_p_gradient
0,5.967742334208134,179.95833333333334,5.967742334208134,-0.07150251325115953
1,5.824737307705815,179.91666666666666,5.896239820956975,-0.03606713601741607
2,5.894344544605955,179.875,5.895608062173302,-0.0015150651826560946
3,5.8860145758467475,179.83333333333334,5.893209690591663,-0.009975410897998138
4,5.805447439519879,179.79166666666666,5.875657240377306,-0.00633202199748828
5,5.904987677693581,179.75,5.880545646596686,0.0069475459900432135
6,5.943592446921638,179.70833333333334,5.889552332357392,-0.005461060276877205
7,5.730121881841702,179.66666666666666,5.869623526042932,-0.018835188073904607
8,5.709949397542791,179.625,5.851881956209583,0.0004961653161443813
9,6.039220960865967,179.58333333333334,5.8706158566752205,0.0042623096150244955
10,5.758313763083744,179.54166666666666,5.860406575439632,-0.01817660677538857
11,5.546679387657364,179.5,5.834262643124443,-0.006869227418910828
12,5.995533850330224,179.45833333333334,5.8466681206018105,0.004374245026849355
13,5.795470296670439,179.41666666666666,5.843011133178142,-0.0037950822757739644
14,5.784013476259966,179.375,5.839077956050263,0.0038312301801699533
15,6.024608155861768,179.33333333333334,5.850673593538482,0.005505140960639032
16,5.840722548900477,179.29166666666666,5.850088237971541,-0.0008131324542821616
17,5.831351869822315,179.25,5.849047328629918,0.002841015899239796
18,5.976783210291872,179.20833333333334,5.85577026977002,-0.0010308275496080377
19,5.680078344983653,179.16666666666666,5.8469856735307015,-0.005898124327667453
20,5.783740972794353,179.125,5.843974021114685,-0.007082122607820818
21,5.598616979522928,179.08333333333334,5.83282142831506,-0.006070062978287716
22,5.810108165705216,179.04166666666666,5.83183389515811,-0.00016337223376217125
23,5.847692823704332,179.0,5.8324946838475356,-0.0005663070243473456
24,5.924700668493237,178.95833333333334,5.830701281109415,-0.0011121151046249445
25,5.814397448398721,178.91666666666666,5.830270453638286,0.0005507959169652743
26,5.931122607927398,178.875,5.831802872943346,0.005511345298526038
27,6.113781086854543,178.83333333333334,5.841293144235338,0.0033310307228204827
28,5.737570403207448,178.79166666666666,5.838464934388987,-0.003437385514011737
29,5.807870209333456,178.75,5.834418373207314,-0.0014735835363124394
30,5.969977905538783,178.70833333333334,5.835517767316362,-0.0025940586576944646
31,5.5792216076552075,178.66666666666666,5.829230255891925,-0.00017340443351132606
32,5.852526258920723,178.625,5.835170958449339,-0.006742819610425332
33,5.572988758187624,178.58333333333334,5.815744616671075,-0.005691260182813185
34,5.951365476987051,178.54166666666666,5.823788438083713,0.012982337237373187
35,5.976779861147946,178.5,5.841709291145821,0.007882313883472936
36,5.943784443246359,178.45833333333334,5.839553065850659,0.005558443687509129
37,6.114025000754771,178.41666666666666,5.852826178520839,0.00651874588220247
38,5.778358574521344,178.375,5.852590557615064,-0.002686536176096599
39,5.90130932114775,178.33333333333334,5.847453106168646,-0.0035724292023187054
40,5.792544781903187,178.29166666666666,5.845445699210426,-0.003325602201897482
41,5.719900731128516,178.25,5.840801901764851,-0.0068561816340477755
42,5.759137630551383,178.20833333333334,5.831733335942331,-0.0025409012705450706
43,5.775760663737992,178.16666666666666,5.835720099223761,0.003897471771399985
44,5.875137299067238,178.125,5.839528279485131,0.008776235189677628
45,5.928479942354554,178.08333333333334,5.853272569603116,0.006019620272835979
46,5.769186975969685,178.04166666666666,5.851567520030803,-0.0013474439631595558
47,5.823936703208218,178.0,5.850577681676797,-6.873468264823046e-05
48,5.945157524222247,177.95833333333334,5.851430050665506,0.0053709956082022
49,6.051748381863403,177.91666666666666,5.8613196728932015,0.002325033784988051
50,5.805373296142142,177.875,5.856080118235482,-0.008856160246807576
51,5.814434706793027,177.83333333333334,5.843607352399586,-0.004276810616687499
52,5.831629873667962,177.79166666666666,5.847526497002107,0.0033298537818975404
53,5.87364372040404,177.75,5.8502670599633815,0.0013504868053040298
54,5.96902776112278,177.70833333333334,5.850227470612715,0.008259140908070783
55,5.976610515658627,177.66666666666666,5.866785341779523,0.005721336131982113
56,5.729761485252446,177.625,5.8616701428766795,0.002791397634005044
57,5.829740618288112,177.58333333333334,5.872368137047533,-0.003317307387481705
58,5.535382862287447,177.54166666666666,5.855035528101716,-0.016525524408895986
59,5.5995373042205525,177.5,5.839317088229741,-0.01233153755900318
60,5.729113197341605,177.45833333333334,5.83037245298371,-0.010991801718455818
61,5.801089764173649,177.41666666666666,5.8173334847928295,-0.004106587134382167
62,5.894177628652115,177.375,5.822159278714945,-0.003865709701252218
63,5.599936201356857,177.33333333333334,5.809602065390325,-0.004662197164206461
64,5.870132437812187,177.29166666666666,5.8128348843865325,0.0020096600661805297
65,5.738776758396187,177.25,5.813621385522686,-0.0011219551113419435
66,5.686407757939294,177.20833333333334,5.810590974163849,0.0021306602657991114
67,5.9507622291084425,177.16666666666666,5.817882706054284,0.004708767455392504
68,5.92615657155564,177.125,5.820008509074634,-0.008561352220379792
69,5.46651576328792,177.08333333333334,5.800760001613525,-0.005746788781546108
70,5.955305293522086,177.04166666666666,5.808514931511541,0.004807280626883514
71,5.868567855746242,177.0,5.810374562867292,-0.0007718557033764561
72,5.863477297922158,176.95833333333334,5.8069712201047885,-0.01512059910206176
73,5.407639851264522,176.91666666666666,5.780133364663168,-0.008117582260206646
74,6.059837878251112,176.875,5.790736055584375,0.004431823507682342
75,5.772697653052829,176.83333333333334,5.788997011678533,0.0005226748103996925
76,5.8984553183073585,176.79166666666666,5.791781405205175,-0.0008292125070643586
77,5.767016075425541,176.75,5.787338586664404,-0.01090350665840667
78,5.5522870864977625,176.70833333333334,5.769974391888361,-0.008816614766127273
79,5.97015368150952,176.66666666666666,5.76970535713215,0.004941598533239944
80,5.973415048997075,176.625,5.779857588954841,0.005448967366219026
81,5.847637488122007,176.58333333333334,5.780603291864588,0.001847559919493147
82,5.606168868589179,176.54166666666666,5.783552708793827,0.003207296402736315
83,5.682701525250161,176.5,5.78701788467006,-0.0003832292275931515
84,5.627553973387554,176.45833333333334,5.782786250338641,-0.0042337772353104874
85,5.699427680832795,176.41666666666666,5.778550330199439,-0.010891353217004074
86,5.473054757576784,176.375,5.761003543904633,-0.005371987934280398
87,5.763203651586726,176.33333333333334,5.767806354330879,-0.004530690498659062
88,5.489391843646651,176.29166666666666,5.751942162907315,-0.009929178715732956
89,5.642916774206552,176.25,5.747947996899413,0.005898071069845301
90,6.0653751534815115,176.20833333333334,5.7637383050470055,0.0016696154185211753
91,5.651936373655259,176.16666666666666,5.751287227736455,0.0021369056113442753
92,6.3275538963533355,176.125,5.768012116269694,0.014205345388996538
93,5.746975017162044,176.08333333333334,5.779697918514448,0.002934446749750297
94,5.81569948363601,176.04166666666666,5.773881009769195,-0.005375666614997776
95,5.750141668112388,176.0,5.768946585284453,0.002393250384022938
96,6.096779503989097,175.95833333333334,5.7786675105372405,0.013297927034470636
97,5.812638142852206,175.91666666666666,5.795542439353394,0.0007481538536504573
98,5.690750971638643,175.875,5.780163818244541,-0.009237864988840716
99,5.698367040200918,175.83333333333334,5.777066709375712,-0.004225213442838438
100,5.7699756859030025,175.79166666666666,5.7717133913588645,-0.0029097586236548345
101,5.7558272938944866,175.75,5.771247192128403,0.0025202123596201886
102,5.684446061290599,175.70833333333334,5.776753816078105,0.002753243777472658
103,5.970150408035381,175.66666666666666,5.776753679683348,-0.0009092486682464873
104,5.929774386395381,175.625,5.774935318741612,0.002154801659191463
105,5.994708630364887,175.58333333333334,5.781063283001731,0.007866782612804268
106,5.83670329176092,175.54166666666666,5.7906688839672205,0.011759364047146281
107,6.016616576341456,175.5,5.804582011096024,0.010284421061212079
108,5.787291133234429,175.45833333333334,5.811237726089645,0.0047046921497799765
109,5.765515744175348,175.41666666666666,5.8139913953955835,0.0059395255067826724
110,5.692063918559819,175.375,5.82311677710321,0.006494217609872344
111,5.855916935877558,175.33333333333334,5.826979830615328,0.0065629138758640515
112,5.711698425397271,175.29166666666666,5.836242604854938,0.010274444783995751
113,5.91378354208772,175.25,5.84752872018332,-0.0002840807187225458
114,5.780872511101692,175.20833333333334,5.835674443417493,-0.0023941932421105427
115,5.821517740413773,175.16666666666666,5.842740333699099,-0.009922015114328886
116,5.68171580410704,175.125,5.815830413188835,-0.013669341914623434
117,5.736684697506423,175.08333333333334,5.815401649869852,0.0038950577184113655
118,6.012952573775363,175.04166666666666,5.823620528625658,0.010516548483198829
